espèce source,interaction,espèce cible,source,poids,commentaire
arbres fruitiers,favorise,ail,"Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Association FredoBio', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.'",6.0,
arbres fruitiers,favorise,blettes,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,capucine,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'IDEP Foundation'",5.0,
arbres fruitiers,favorise,carotte,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,ciboulette,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)'",3.0,
arbres fruitiers,favorise,epinard,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,framboise,Favorise d'après 'Ekopedia : cultures associées',1.0,
arbres fruitiers,favorise,mélisse,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,oignon,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",3.0,
arbres fruitiers,favorise,ortie,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,raifort,Favorise d'après 'Ekopedia : cultures associées',1.0,
arbres fruitiers,favorise,soucis,Favorise d'après 'IDEP Foundation',1.0,
arbres fruitiers,favorise,tanaisie,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'IDEP Foundation'",2.0,
arbres fruitiers,favorise,œillet d'inde,Favorise d'après 'Association FredoBio',1.0,
arroche,défavorise,pomme de terre,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le Monde'",4.0,
artichaut,défavorise,ail,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
artichaut,favorise,asperge,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
artichaut,favorise,aubergine,Favorise d'après 'Le potager de Marie',1.0,
artichaut,favorise,brocoli,Favorise d'après 'Ekopedia : cultures associées',1.0,
artichaut,favorise,chou de bruxelles,Favorise d'après 'Ekopedia : cultures associées',1.0,
artichaut,favorise,choux,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
artichaut,favorise,endive,Favorise d'après 'Ekopedia : cultures associées',1.0,
artichaut,favorise,estragon,Favorise d'après 'Companion planting',1.0,
artichaut,favorise,fève fèverole,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ecological Agriculture Projects, McGill University'",3.0,
artichaut,favorise,haricots,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Jardinage Biologique'",5.0,
artichaut,favorise,laitue,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie'",5.0,
artichaut,favorise,oignon,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées'",3.0,
artichaut,favorise,persil,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
artichaut,favorise,poireau,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
artichaut,favorise,pois,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardinage Biologique'",4.0,
artichaut,défavorise,pomme de terre,Défavorise d'après 'Companion gardening',1.0,
artichaut,favorise,radis,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ecological Agriculture Projects, McGill University'",5.0,
artichaut,favorise,tomate,Favorise d'après 'Le potager de Marie',1.0,
artichaut,favorise,tournesol,Favorise d'après 'Companion planting',1.0,
asperge,favorise,abricot,Favorise d'après 'Sustainable Gardening Australia',1.0,
asperge,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
asperge,défavorise,ail,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardinage Biologique', Défavorise d'après 'Defi Ecologique'",2.0,
asperge,favorise,aneth,Favorise d'après 'Companion gardening',1.0,
asperge,favorise,artichaut,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
asperge,favorise,basilic,"Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion planting', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service'",10.0,
asperge,défavorise,betterave,"Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
asperge,défavorise,blettes,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
asperge,favorise,capucine,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening'",2.0,
asperge,favorise,carotte,Favorise d'après 'Companion planting',1.0,
asperge,favorise,choux,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jean Monet. Le jardin des Monet'",2.0,
asperge,favorise,ciboulette,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia'",2.0,
asperge,favorise,concombre,"Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",4.0,
asperge,favorise,consoude,Favorise d'après 'Sustainable Gardening Australia',1.0,
asperge,favorise,coriandre,Favorise d'après 'Companion gardening',1.0,
asperge,favorise,cornichon,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",3.0,
asperge,favorise,"courge, citrouille, potiron","Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
asperge,défavorise,cresson,Défavorise d'après 'Defi Ecologique',1.0,
asperge,favorise,echalote,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",2.0,
asperge,favorise,endive,Favorise d'après 'Ekopedia : cultures associées',1.0,
asperge,favorise,epinard,Favorise d'après 'Le potager de Marie',1.0,
asperge,défavorise,fenouil,Défavorise d'après 'Defi Ecologique',1.0,
asperge,favorise,haricots,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardinage Biologique'",2.0,
asperge,favorise,laitue,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Jean Monet. Le jardin des Monet'",2.0,
asperge,favorise,navet,Favorise d'après 'Jardinage Biologique',1.0,
asperge,favorise,nectarine,Favorise d'après 'Ekopedia : cultures associées',1.0,
asperge,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
asperge,défavorise,oignon,"Favorise d'après 'Jardinage Biologique', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Companion planting'",3.0,
asperge,favorise,origan,Favorise d'après 'IDEP Foundation',1.0,
asperge,favorise,oseille,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées'",2.0,
asperge,favorise,persil,"Favorise d'après 'Companion gardening', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Jardin Bio', Favorise d'après 'Companion planting', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'IDEP Foundation', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",17.0,
asperge,favorise,piment,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie'",2.0,
asperge,favorise,poireau,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",5.0,
asperge,favorise,pois,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",7.0,
asperge,favorise,poivron,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées'",2.0,
asperge,favorise,pomme de terre,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
asperge,favorise,pêche,Favorise d'après 'Ekopedia : cultures associées',1.0,
asperge,favorise,radis,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le potager de Marie'",2.0,
asperge,favorise,rhubarbe,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie'",2.0,
asperge,favorise,soucis,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion gardening'",2.0,
asperge,favorise,tomate,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Jardin Bio', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Companion planting', Favorise d'après 'Companion gardening', Favorise d'après 'Jardinage Biologique', Favorise d'après 'IDEP Foundation', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",20.0,
aubergine,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
aubergine,favorise,artichaut,Favorise d'après 'Le potager de Marie',1.0,
aubergine,favorise,basilic,"Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées'",3.0,
aubergine,favorise,carotte,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
aubergine,favorise,"courge, citrouille, potiron","Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Companion planting'",2.0,
aubergine,défavorise,cresson,Défavorise d'après 'Defi Ecologique',1.0,
aubergine,défavorise,echalote,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
aubergine,favorise,epinard,"Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Companion planting'",6.0,
aubergine,favorise,estragon,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion planting', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",6.0,
aubergine,défavorise,fenouil,Défavorise d'après 'Defi Ecologique',1.0,
